keyword;search_volume;keyword_difficulty;cpc_eur;competition;competition_level;low_top_of_page_bid;high_top_of_page_bid;search_intent;cluster;words_count;trend_quarterly_pct;trend_yearly_pct;traffic_value_eur_month;opportunity_score;variant_group;is_primary
voraussetzung heilpraktiker;320;8;2.12;0.61;MEDIUM;0.59;1.74;informational;Ausbildung & Prüfung;2;;-33;678.4;3.72;heilpraktiker voraussetzung;0
heilpraktiker weiterbildung;320;21;4.9;0.73;HIGH;1.42;4.16;informational;Ausbildung & Prüfung;2;-35;-47;1568.0;4.27;heilpraktiker weiterbildung;1
weiterbildung heilpraktiker;320;21;4.9;0.73;HIGH;1.42;4.16;informational;Ausbildung & Prüfung;2;-35;-47;1568.0;4.27;heilpraktiker weiterbildung;0
weiterbildung zum heilpraktiker;320;23;4.9;0.73;HIGH;1.42;4.16;informational;Ausbildung & Prüfung;3;-35;-47;1568.0;4.02;heilpraktiker weiterbildung;0
heilpraktiker werden voraussetzungen;320;;2.12;0.61;MEDIUM;0.59;1.74;informational;Ausbildung & Prüfung;3;;-33;678.4;2.33;heilpraktiker werden voraussetzungen;1
heilpraktiker westerstede;320;;0.67;0.04;LOW;;;navigational;Lokale Suche;2;-19;-19;214.4;1.25;heilpraktiker westerstede;1
westerstede heilpraktiker;320;;0.67;0.04;LOW;;;navigational;Lokale Suche;2;-19;-19;214.4;1.25;heilpraktiker westerstede;0
heilpraktiker zusatzversicherung ohne wartezeit;320;;7.21;0.8;HIGH;2.07;7.55;commercial;Versicherung & Kostenerstattung;4;-19;53;2307.2;6.12;heilpraktiker zusatzversicherung ohne wartezeit;1
zusatzversicherung heilpraktiker ohne wartezeit;320;;7.21;0.8;HIGH;2.07;7.55;commercial;Versicherung & Kostenerstattung;4;-19;53;2307.2;6.12;heilpraktiker zusatzversicherung ohne wartezeit;0
heilpraktiker-zusatzversicherung ohne wartezeit;320;;7.21;0.8;HIGH;2.07;7.55;commercial;Versicherung & Kostenerstattung;3;-19;53;2307.2;6.12;heilpraktiker zusatzversicherung ohne wartezeit;0
immanuel krankenhaus berlin naturheilkunde;320;15;3.02;0.05;LOW;1.06;3.39;navigational;Ärzte, Kliniken & Schulmedizin;4;50;23;966.4;3.55;immanuel krankenhaus berlin naturheilkunde;1
immanuel krankenhaus berlin naturheilkunde erfahrungen;320;6;0.0;0.01;LOW;;;informational;Ärzte, Kliniken & Schulmedizin;5;;-56;0.0;1.33;immanuel krankenhaus berlin naturheilkunde erfahrungen;1
naturheilpraxis heute;320;;0.78;1;HIGH;0.19;0.73;informational;Marken- & Praxisnamen;2;-19;;249.6;1.33;naturheilpraxis heute;1
naturheilpraxis wang;320;;2.3;0.06;LOW;0.4;2.73;informational;Marken- & Praxisnamen;2;-46;;736.0;2.46;naturheilpraxis wang;1
naturheilpraxis-wang;320;;2.3;0.06;LOW;0.4;2.73;navigational;Marken- & Praxisnamen;1;-46;;736.0;2.46;naturheilpraxis wang;0
praxis thomas winz heilpraktiker;320;;0.0;0.03;LOW;;;navigational;Marken- & Praxisnamen;4;22;22;0.0;0.75;praxis thomas winz heilpraktiker;1
prostata massage heilpraktiker;320;;0.47;0.05;LOW;0.18;0.96;commercial;Beschwerden & Indikationen;3;-46;-34;150.4;1.1;prostata massage heilpraktiker;1
prüfungsfragen für heilpraktiker psychotherapie;320;;1.04;1;HIGH;0.33;1.6;informational;Ausbildung & Prüfung;4;-19;-19;332.8;1.52;prüfungsfragen für heilpraktiker psychotherapie;1
prüfungsfragen psychotherapie für heilpraktiker;320;;1.04;1;HIGH;0.33;1.6;informational;Ausbildung & Prüfung;4;-19;-19;332.8;1.52;prüfungsfragen für heilpraktiker psychotherapie;0
was kosten heilpraktiker;320;4;0.0;0.07;LOW;0.56;2.23;informational;Praxisbetrieb & Kosten;3;-19;-19;0.0;1.49;was kosten heilpraktiker;1
was kostet heilpraktiker;320;13;0.0;0.07;LOW;0.56;2.23;informational;Informational / Erklärung;3;-19;-19;0.0;0.95;was kostet heilpraktiker;1
was kostet ein heilpraktiker;320;12;0.0;0.07;LOW;0.56;2.23;informational;Informational / Erklärung;4;-19;-19;0.0;0.99;was kostet heilpraktiker;0
weiterbildung für heilpraktiker;320;12;4.9;0.73;HIGH;1.42;4.16;informational;Ausbildung & Prüfung;3;-35;-47;1568.0;5.87;weiterbildung für heilpraktiker;1
weiterbildungen für heilpraktiker;320;12;4.9;0.73;HIGH;1.42;4.16;informational;Ausbildung & Prüfung;3;-35;-47;1568.0;5.87;weiterbildung für heilpraktiker;0
zahnarzt für naturheilkunde;320;;1.66;0.38;MEDIUM;0.58;1.99;informational;Ärzte, Kliniken & Schulmedizin;3;24;-56;531.2;1.98;zahnarzt für naturheilkunde;1
aok heilpraktiker;260;;1.59;0.04;LOW;0.59;2.82;informational;Versicherung & Kostenerstattung;2;-18;-56;413.4;1.72;aok heilpraktiker;1
ausbildung heilpraktiker münchen;260;21;3.83;0.87;HIGH;0.93;4.23;informational;Ausbildung & Prüfung;3;-35;-35;995.8;3.12;ausbildung heilpraktiker münchen;1
münchen heilpraktiker-ausbildung;260;19;3.83;0.87;HIGH;0.93;4.23;informational;Ausbildung & Prüfung;2;-35;-35;995.8;3.32;ausbildung heilpraktiker münchen;0
münchen heilpraktiker ausbildung;260;6;3.83;0.87;HIGH;0.93;4.23;informational;Ausbildung & Prüfung;3;-35;-35;995.8;5.71;ausbildung heilpraktiker münchen;0
heilpraktiker ausbildung münchen;260;45;3.83;0.87;HIGH;0.93;4.23;informational;Ausbildung & Prüfung;3;-35;-35;995.8;1.8;ausbildung heilpraktiker münchen;0
ausbildung heilpraktiker psychologie;260;16;4.22;0.87;HIGH;1.84;3.98;informational;Ausbildung & Prüfung;3;-19;-47;1097.2;3.97;ausbildung heilpraktiker psychologie;1
psychologie heilpraktiker ausbildung;260;12;4.22;0.87;HIGH;1.84;3.98;informational;Ausbildung & Prüfung;3;-19;-47;1097.2;4.63;ausbildung heilpraktiker psychologie;0
heilpraktiker ausbildung psychologie;260;16;4.22;0.87;HIGH;1.84;3.98;informational;Ausbildung & Prüfung;3;-19;-47;1097.2;3.97;ausbildung heilpraktiker psychologie;0
coburg heilpraktiker;260;9;0.65;0.11;LOW;;;navigational;Lokale Suche;2;-19;-35;169.0;1.67;coburg heilpraktiker;1
heilpraktiker coburg;260;2;0.65;0.11;LOW;;;navigational;Lokale Suche;2;-19;-35;169.0;2.51;coburg heilpraktiker;0
dehmer heilpraktiker;260;;0.0;0.04;LOW;0.55;3.01;informational;Marken- & Praxisnamen;2;-56;;0.0;0.67;dehmer heilpraktiker;1
dürfen heilpraktiker blut abnehmen;260;;0.0;0;LOW;;;informational;Beschwerden & Indikationen;4;-19;-19;0.0;0.67;dürfen heilpraktiker blut abnehmen;1
flensburg heilpraktiker;260;3;0.8;0.14;LOW;0.35;0.8;navigational;Lokale Suche;2;;-47;208.0;2.56;flensburg heilpraktiker;1
heilpraktiker flensburg;260;13;0.8;0.14;LOW;0.35;0.8;navigational;Lokale Suche;2;;-47;208.0;1.53;flensburg heilpraktiker;0
fortbildung für heilpraktiker;260;38;3.05;0.7;HIGH;1.04;3.31;informational;Ausbildung & Prüfung;3;;-19;793.0;1.72;fortbildung für heilpraktiker;1
fortbildungen für heilpraktiker;260;4;3.05;0.7;HIGH;1.04;3.31;informational;Ausbildung & Prüfung;3;;-19;793.0;5.39;fortbildung für heilpraktiker;0
fortbildungen heilpraktiker;260;4;3.05;0.7;HIGH;1.04;3.31;informational;Ausbildung & Prüfung;2;;-19;793.0;5.39;fortbildungen heilpraktiker;1
heilpraktiker fortbildungen;260;3;3.05;0.7;HIGH;1.04;3.31;informational;Ausbildung & Prüfung;2;;-19;793.0;5.75;fortbildungen heilpraktiker;0
fürth heilpraktiker;260;;0.58;0.17;LOW;0.58;1.26;navigational;Lokale Suche;2;-19;-34;150.8;1.05;fürth heilpraktiker;1
heilpraktiker fürth;260;;0.58;0.17;LOW;0.58;1.26;navigational;Lokale Suche;2;-19;-34;150.8;1.05;fürth heilpraktiker;0
gebüh heilpraktiker;260;6;0.04;0.04;LOW;0.01;0.04;informational;Praxisbetrieb & Kosten;2;-33;-64;10.4;1.23;gebüh heilpraktiker;1
gebühren heilpraktiker;260;17;0.04;0.04;LOW;0.01;0.04;informational;Praxisbetrieb & Kosten;2;-33;-64;10.4;0.76;gebühren heilpraktiker;1
gießen heilpraktiker;260;3;1.63;0.13;LOW;0.63;2.43;navigational;Lokale Suche;2;-19;-35;423.8;3.73;gießen heilpraktiker;1
heilpraktiker gießen;260;3;1.63;0.13;LOW;0.63;2.43;navigational;Lokale Suche;2;-19;-35;423.8;3.73;gießen heilpraktiker;0
göppingen heilpraktiker;260;;0.84;0.33;LOW;0.39;1.17;navigational;Lokale Suche;2;-19;-35;218.4;1.22;göppingen heilpraktiker;1
heilpraktiker göppingen;260;;0.84;0.33;LOW;0.39;1.17;navigational;Lokale Suche;2;-19;-35;218.4;1.22;göppingen heilpraktiker;0
hamburg heilpraktiker ausbildung;260;10;4.88;0.86;HIGH;2.12;5.53;informational;Ausbildung & Prüfung;3;-19;-35;1268.8;5.69;hamburg heilpraktiker ausbildung;1
hamburg heilpraktiker-ausbildung;260;19;4.88;0.86;HIGH;2.12;5.53;informational;Ausbildung & Prüfung;2;-19;-35;1268.8;4.04;hamburg heilpraktiker ausbildung;0
heilpraktiker ausbildung hamburg;260;10;4.88;0.86;HIGH;2.12;5.53;informational;Ausbildung & Prüfung;3;-19;-35;1268.8;5.69;hamburg heilpraktiker ausbildung;0
heilpraktiker bocholt;260;;0.5;0.08;LOW;;;navigational;Lokale Suche;2;;;130.0;1.0;heilpraktiker bocholt;1
heilpraktiker bremerhaven;260;;0.52;0.09;LOW;0.35;0.6;navigational;Lokale Suche;2;;-34;135.2;1.01;heilpraktiker bremerhaven;1
heilpraktiker cottbus;260;2;0.64;0.1;LOW;0.35;0.37;navigational;Lokale Suche;2;-35;-35;166.4;2.49;heilpraktiker cottbus;1
heilpraktiker für akupunktur;260;39;0.93;0.18;LOW;0.48;1.52;commercial;Methoden & Therapien;3;-47;-47;241.8;0.81;heilpraktiker für akupunktur;1
heilpraktiker gebührenordnung pdf;260;14;0.1;0.02;LOW;;;informational;Praxisbetrieb & Kosten;3;-65;-57;26.0;0.9;heilpraktiker gebührenordnung pdf;1
heilpraktiker halle;260;3;0.67;0.29;LOW;0.37;0.81;navigational;Lokale Suche;2;-19;-35;174.2;2.37;heilpraktiker halle;1
heilpraktiker hildesheim;260;3;0.68;0.23;LOW;0.45;0.92;navigational;Lokale Suche;2;-19;-19;176.8;2.38;heilpraktiker hildesheim;1
hildesheim heilpraktiker;260;3;0.68;0.23;LOW;0.45;0.92;navigational;Lokale Suche;2;-19;-19;176.8;2.38;heilpraktiker hildesheim;0
heilpraktiker homöopath;260;28;1.21;0.12;LOW;0.57;1.96;informational;Methoden & Therapien;2;-19;-47;314.6;1.18;heilpraktiker homöopath;1
homöopath heilpraktiker;260;17;1.21;0.12;LOW;0.57;1.96;informational;Methoden & Therapien;2;-19;-47;314.6;1.62;heilpraktiker homöopath;0
heilpraktiker irisdiagnose;260;4;2.15;0.07;LOW;1.09;2.75;navigational;Methoden & Therapien;2;-19;-19;559.0;4.19;heilpraktiker irisdiagnose;1
heilpraktiker mit irisdiagnose;260;2;2.15;0.07;LOW;1.09;2.75;informational;Methoden & Therapien;3;-19;-19;559.0;4.79;heilpraktiker irisdiagnose;0
irisdiagnose heilpraktiker;260;2;2.15;0.07;LOW;1.09;2.75;informational;Methoden & Therapien;2;-19;-19;559.0;4.79;heilpraktiker irisdiagnose;0
heilpraktiker iserlohn;260;;0.6;0.15;LOW;;;navigational;Lokale Suche;2;;-34;156.0;1.06;heilpraktiker iserlohn;1
iserlohn heilpraktiker;260;;0.6;0.15;LOW;;;navigational;Lokale Suche;2;;-34;156.0;1.06;heilpraktiker iserlohn;0
heilpraktiker lingen;260;;1.22;0.12;LOW;0.38;1.64;navigational;Lokale Suche;2;-35;-35;317.2;1.48;heilpraktiker lingen;1
lingen heilpraktiker;260;;1.22;0.12;LOW;0.38;1.64;navigational;Lokale Suche;2;-35;-35;317.2;1.48;heilpraktiker lingen;0
heilpraktiker lüneburg;260;2;1.4;0.32;LOW;0.47;1.72;navigational;Lokale Suche;2;-19;-35;364.0;3.65;heilpraktiker lüneburg;1
lüneburg heilpraktiker;260;2;1.4;0.32;LOW;0.47;1.72;navigational;Lokale Suche;2;-19;-35;364.0;3.65;heilpraktiker lüneburg;0
heilpraktiker memmingen;260;;0.56;0.18;LOW;0.34;0.77;navigational;Lokale Suche;2;-19;-35;145.6;1.04;heilpraktiker memmingen;1
memmingen heilpraktiker;260;;0.56;0.18;LOW;0.34;0.77;navigational;Lokale Suche;2;-19;-35;145.6;1.04;heilpraktiker memmingen;0
heilpraktiker minden;260;5;0.67;0.07;LOW;;;informational;Lokale Suche;2;;-19;174.2;2.09;heilpraktiker minden;1
heilpraktiker neumünster;260;;0.63;0.11;LOW;1.14;2.47;navigational;Lokale Suche;2;;-19;163.8;1.08;heilpraktiker neumünster;1
neumünster heilpraktiker;260;;0.63;0.11;LOW;1.14;2.47;navigational;Lokale Suche;2;;-19;163.8;1.08;heilpraktiker neumünster;0
heilpraktiker oder homöopath;260;;1.21;0.12;LOW;0.57;1.96;informational;Methoden & Therapien;3;-19;-47;314.6;1.47;heilpraktiker oder homöopath;1
heilpraktiker passau;260;4;0.85;0.22;LOW;0.37;1.25;navigational;Lokale Suche;2;;-35;221.0;2.46;heilpraktiker passau;1
passau heilpraktiker;260;10;0.85;0.22;LOW;0.37;1.25;informational;Lokale Suche;2;;-35;221.0;1.79;heilpraktiker passau;0
heilpraktiker prüfungsvorbereitung;260;;2.58;1;HIGH;1.18;3.49;informational;Ausbildung & Prüfung;2;-19;-35;670.8;2.38;heilpraktiker prüfungsvorbereitung;1
prüfungsvorbereitung heilpraktiker;260;;2.58;1;HIGH;1.18;3.49;informational;Ausbildung & Prüfung;2;-19;-35;670.8;2.38;heilpraktiker prüfungsvorbereitung;0
heilpraktiker ravensburg;260;;1.06;0.21;LOW;0.37;1.04;navigational;Lokale Suche;2;-19;-19;275.6;1.37;heilpraktiker ravensburg;1
ravensburg heilpraktiker;260;;1.06;0.21;LOW;0.37;1.04;navigational;Lokale Suche;2;-19;-19;275.6;1.37;heilpraktiker ravensburg;0
heilpraktiker saarland;260;12;1.09;0.21;LOW;0.64;0.81;navigational;Lokale Suche;2;-33;-46;283.4;1.85;heilpraktiker saarland;1
heilpraktiker im saarland;260;4;1.09;0.21;LOW;0.64;0.81;commercial;Lokale Suche;3;-33;-46;283.4;2.78;heilpraktiker saarland;0
heilpraktiker schwäbisch hall;260;;0.75;0.14;LOW;0.64;1.34;navigational;Lokale Suche;3;-35;-35;195.0;1.16;heilpraktiker schwäbisch hall;1
heilpraktiker straubing;260;;0.74;0.2;LOW;0.35;0.8;navigational;Lokale Suche;2;;-19;192.4;1.16;heilpraktiker straubing;1
straubing heilpraktiker;260;;0.74;0.2;LOW;0.35;0.8;navigational;Lokale Suche;2;;-19;192.4;1.16;heilpraktiker straubing;0
heilpraktiker thiele;260;;1.69;0.05;LOW;0.62;6.11;informational;Marken- & Praxisnamen;2;-34;91;439.4;1.79;heilpraktiker thiele;1
thiele heilpraktiker;260;34;1.69;0.05;LOW;0.62;6.11;informational;Marken- & Praxisnamen;2;-34;91;439.4;1.25;heilpraktiker thiele;0
heilpraktiker tübingen;260;16;3.45;0.4;MEDIUM;0.81;5.12;navigational;Lokale Suche;2;-19;-19;897.0;3.38;heilpraktiker tübingen;1
tübingen heilpraktiker;260;16;3.45;0.4;MEDIUM;0.81;5.12;navigational;Lokale Suche;2;-19;-19;897.0;3.38;heilpraktiker tübingen;0
heilpraktiker verdienst;260;;0.66;0.03;LOW;0.45;2.83;informational;Jobs & Gehalt;;;-35;171.6;1.1;heilpraktiker verdienst;1
verdienst als heilpraktiker;260;;0.66;0.03;LOW;0.45;2.83;informational;Jobs & Gehalt;3;;-35;171.6;1.1;heilpraktiker verdienst;0
verdienst heilpraktiker;260;;0.66;0.03;LOW;0.45;2.83;informational;Jobs & Gehalt;2;;-35;171.6;1.1;heilpraktiker verdienst;0
heilpraktiker wesel;260;1;0.78;0.19;LOW;0.37;1.13;navigational;Lokale Suche;2;-35;-48;202.8;2.92;heilpraktiker wesel;1
wesel heilpraktiker;260;;0.78;0.19;LOW;0.37;1.13;informational;Lokale Suche;2;-35;-48;202.8;1.18;heilpraktiker wesel;0
heilpraktiker wolfsburg;260;;1.11;0.16;LOW;0.42;1.42;navigational;Lokale Suche;2;-33;-56;288.6;1.4;heilpraktiker wolfsburg;1
heilpraktiker zusatzversicherung tk;260;1;1.59;0.64;MEDIUM;0.45;2.56;commercial;Versicherung & Kostenerstattung;3;24;-46;413.4;4.24;heilpraktiker zusatzversicherung tk;1
tk heilpraktiker zusatzversicherung;260;1;1.59;0.64;MEDIUM;0.45;2.56;commercial;Versicherung & Kostenerstattung;3;24;-46;413.4;4.24;heilpraktiker zusatzversicherung tk;0
zusatzversicherung heilpraktiker tk;260;1;1.59;0.64;MEDIUM;0.45;2.56;commercial;Versicherung & Kostenerstattung;3;24;-46;413.4;4.24;heilpraktiker zusatzversicherung tk;0
tk zusatzversicherung heilpraktiker;260;1;1.59;0.64;MEDIUM;0.45;2.56;commercial;Versicherung & Kostenerstattung;3;24;-46;413.4;4.24;heilpraktiker zusatzversicherung tk;0
zusatzversicherung tk heilpraktiker;260;1;1.59;0.64;MEDIUM;0.45;2.56;commercial;Versicherung & Kostenerstattung;3;24;-46;413.4;4.24;heilpraktiker zusatzversicherung tk;0
hpa heilpraktiker akademie deutschland;260;;1.87;0.43;MEDIUM;1.71;3.63;informational;Ausbildung & Prüfung;4;-66;-48;486.2;1.91;hpa heilpraktiker akademie deutschland;1
irisdiagnostik heilpraktiker;260;4;2.15;0.07;LOW;1.09;2.75;navigational;Methoden & Therapien;2;-19;-19;559.0;4.19;irisdiagnostik heilpraktiker;1
heilpraktiker mit irisdiagnostik;260;1;2.15;0.07;LOW;1.09;2.75;navigational;Methoden & Therapien;3;-19;-19;559.0;5.16;irisdiagnostik heilpraktiker;0
kleine heilpraktiker;260;;3.05;0.76;HIGH;0.85;2.38;informational;Marken- & Praxisnamen;2;;-19;793.0;2.69;kleine heilpraktiker;1
kleiner heilpraktiker;260;;3.05;0.76;HIGH;0.85;2.38;informational;Marken- & Praxisnamen;2;;-19;793.0;2.69;kleine heilpraktiker;0
heilpraktiker kleiner;260;;3.05;0.76;HIGH;0.85;2.38;informational;Marken- & Praxisnamen;2;;-19;793.0;2.69;kleine heilpraktiker;0
mytimeout fitness physiotherapie friseur kosmetik heilpraktiker;260;;0.4;0.05;LOW;;;informational;Sektoraler Heilpraktiker;6;;;104.0;0.93;mytimeout fitness physiotherapie friseur kosmetik heilpraktiker;1
narkose ausleiten naturheilkunde;260;;1.28;0.05;LOW;;;informational;Marken- & Praxisnamen;3;-33;-46;332.8;1.52;narkose ausleiten naturheilkunde;1
natura heilpraxis heilpraktiker yesha z karmeli;260;;0.0;0.03;LOW;;;informational;Marken- & Praxisnamen;6;-33;;0.0;0.67;natura heilpraxis heilpraktiker yesha z karmeli;1
naturheilkunde in meiner nähe;260;7;0.8;0.36;MEDIUM;;;navigational;Lokale Suche;4;-19;50;208.0;2.02;naturheilkunde in meiner nähe;1
naturheilkunde studieren;260;;4.51;0.75;HIGH;1.58;3.84;informational;Ausbildung & Prüfung;2;-19;-34;1172.6;3.67;naturheilkunde studieren;1
naturheilkunde studium;260;;4.51;0.75;HIGH;1.58;3.84;informational;Ausbildung & Prüfung;2;-19;-34;1172.6;3.67;naturheilkunde studium;1
studium der naturheilkunde;260;;4.51;0.75;HIGH;1.58;3.84;informational;Ausbildung & Prüfung;3;-19;-34;1172.6;3.67;naturheilkunde studium;0
naturheilpraxis ausbildung;260;25;4.14;0.81;HIGH;1.27;3.58;informational;Ausbildung & Prüfung;2;-34;;1076.4;2.96;naturheilpraxis ausbildung;1
prüfungsvorbereitung für heilpraktiker;260;;2.58;1;HIGH;1.18;3.49;informational;Ausbildung & Prüfung;3;-19;-35;670.8;2.38;prüfungsvorbereitung für heilpraktiker;1
psychologische heilpraktiker ausbildung;260;18;4.22;0.87;HIGH;1.84;3.98;informational;Ausbildung & Prüfung;3;-19;-47;1097.2;3.7;psychologische heilpraktiker ausbildung;1
psychologischer heilpraktiker ausbildung;260;2;4.22;0.87;HIGH;1.84;3.98;informational;Ausbildung & Prüfung;3;-19;-47;1097.2;7.94;psychologische heilpraktiker ausbildung;0
ausbildung psychologischer heilpraktiker;260;4;4.22;0.87;HIGH;1.84;3.98;informational;Ausbildung & Prüfung;3;-19;-47;1097.2;6.95;psychologische heilpraktiker ausbildung;0
ausbildung zum psychologischen heilpraktiker;260;16;4.22;0.87;HIGH;1.84;3.98;informational;Ausbildung & Prüfung;4;-19;-47;1097.2;3.97;psychologische heilpraktiker ausbildung;0
techniker krankenkasse heilpraktiker zusatzversicherung;260;;1.59;0.64;MEDIUM;0.45;2.56;commercial;Versicherung & Kostenerstattung;4;24;-46;413.4;1.72;techniker krankenkasse heilpraktiker zusatzversicherung;1
techniker krankenkasse zusatzversicherung heilpraktiker;260;;1.59;0.64;MEDIUM;0.45;2.56;commercial;Versicherung & Kostenerstattung;4;24;-46;413.4;1.72;techniker krankenkasse heilpraktiker zusatzversicherung;0
therapiezentrum für ganzheitliche naturheilkunde;260;;0.0;0.04;LOW;;;informational;Marken- & Praxisnamen;4;-35;-19;0.0;0.67;therapiezentrum für ganzheitliche naturheilkunde;1
was kostet die heilpraktiker ausbildung;260;;2.17;0.69;HIGH;0.63;2.49;informational;Ausbildung & Prüfung;5;;;564.2;2.11;was kostet die heilpraktiker ausbildung;1
was kostet die ausbildung zum heilpraktiker;260;;2.17;0.69;HIGH;0.63;2.49;informational;Ausbildung & Prüfung;6;;;564.2;2.11;was kostet die heilpraktiker ausbildung;0
was kostet eine heilpraktiker ausbildung;260;;2.17;0.69;HIGH;0.63;2.49;informational;Ausbildung & Prüfung;5;;;564.2;2.11;was kostet die heilpraktiker ausbildung;0
was kostet eine heilpraktiker-ausbildung;260;;2.17;0.69;HIGH;0.63;2.49;informational;Ausbildung & Prüfung;4;;;564.2;2.11;was kostet die heilpraktiker ausbildung;0
was macht eine heilpraktiker;260;4;1.2;0.1;LOW;0.24;1.34;informational;Informational / Erklärung;4;-19;;312.0;2.93;was macht eine heilpraktiker;1
wie werde ich heilpraktiker;260;17;3.77;0.78;HIGH;0.98;3.46;informational;Informational / Erklärung;4;-19;-19;980.2;3.5;wie werde ich heilpraktiker;1
aalen heilpraktiker;210;;0.58;0.12;LOW;0.35;1.69;informational;Lokale Suche;2;;-35;121.8;0.93;aalen heilpraktiker;1
heilpraktiker aalen;210;;0.58;0.12;LOW;0.35;1.69;informational;Lokale Suche;2;;-35;121.8;0.93;aalen heilpraktiker;0
abnehmen heilpraktiker;210;;2.63;0.75;HIGH;0.96;3.85;commercial;Beschwerden & Indikationen;2;;-47;552.3;2.15;abnehmen heilpraktiker;1
heilpraktiker zum abnehmen;210;;2.63;0.75;HIGH;0.96;3.85;informational;Beschwerden & Indikationen;3;;-47;552.3;2.15;abnehmen heilpraktiker;0
abnehmen mit heilpraktiker;210;;2.63;0.75;HIGH;0.96;3.85;informational;Beschwerden & Indikationen;3;;-47;552.3;2.15;abnehmen heilpraktiker;0
heilpraktiker abnehmen;210;;2.63;0.75;HIGH;0.96;3.85;informational;Beschwerden & Indikationen;2;;-47;552.3;2.15;abnehmen heilpraktiker;0
abrechnung für heilpraktiker;210;6;2.74;0.29;LOW;0.98;5.12;informational;Praxisbetrieb & Kosten;3;-33;-33;575.4;3.93;abrechnung für heilpraktiker;1
abrechnung heilpraktiker;210;12;2.74;0.29;LOW;0.98;5.12;informational;Praxisbetrieb & Kosten;2;-33;-33;575.4;2.95;abrechnung heilpraktiker;1
heilpraktiker abrechnung;210;12;2.74;0.29;LOW;0.98;5.12;informational;Praxisbetrieb & Kosten;2;-33;-33;575.4;2.95;abrechnung heilpraktiker;0
akademie für heilpraktiker;210;39;1.87;0.96;HIGH;1.94;3.6;informational;Ausbildung & Prüfung;3;24;50;392.7;1.07;akademie für heilpraktiker;1
amberg heilpraktiker;210;15;0.48;0.12;LOW;;;navigational;Lokale Suche;2;;-19;100.8;1.04;amberg heilpraktiker;1
heilpraktiker amberg;210;15;0.48;0.12;LOW;;;navigational;Lokale Suche;2;;-19;100.8;1.04;amberg heilpraktiker;0
ansbach heilpraktiker;210;1;0.53;0.08;LOW;;;navigational;Lokale Suche;2;-19;;111.3;2.23;ansbach heilpraktiker;1
heilpraktiker ansbach;210;;0.53;0.08;LOW;;;navigational;Lokale Suche;2;-19;;111.3;0.91;ansbach heilpraktiker;0
aok heilpraktiker zusatzversicherung;210;;2.18;0.47;MEDIUM;0.84;3.04;commercial;Versicherung & Kostenerstattung;3;-18;-56;457.8;1.88;aok heilpraktiker zusatzversicherung;1
heilpraktiker zusatzversicherung aok;210;;2.18;0.47;MEDIUM;0.84;3.04;commercial;Versicherung & Kostenerstattung;3;-18;-56;457.8;1.88;aok heilpraktiker zusatzversicherung;0
zusatzversicherung heilpraktiker aok;210;;2.18;0.47;MEDIUM;0.84;3.04;commercial;Versicherung & Kostenerstattung;3;-18;-56;457.8;1.88;aok heilpraktiker zusatzversicherung;0
aok zusatzversicherung heilpraktiker;210;;2.18;0.47;MEDIUM;0.84;3.04;commercial;Versicherung & Kostenerstattung;3;-18;-56;457.8;1.88;aok heilpraktiker zusatzversicherung;0
ausbildung heilpraktiker nrw;210;40;3.63;0.84;HIGH;1.13;4.23;informational;Ausbildung & Prüfung;3;-18;-56;762.3;1.69;ausbildung heilpraktiker nrw;1
heilpraktiker ausbildung nrw;210;16;3.63;0.84;HIGH;1.13;4.23;informational;Ausbildung & Prüfung;3;-18;-56;762.3;3.13;ausbildung heilpraktiker nrw;0
heilpraktiker-ausbildung nrw;210;40;3.63;0.84;HIGH;1.13;4.23;informational;Ausbildung & Prüfung;2;-18;-56;762.3;1.69;ausbildung heilpraktiker nrw;0
ausbildung heilpraktiker physiotherapie;210;;2.06;0.68;HIGH;0.54;2.17;informational;Ausbildung & Prüfung;3;-19;-19;432.6;1.81;ausbildung heilpraktiker physiotherapie;1
physiotherapie heilpraktiker ausbildung;210;;2.06;0.68;HIGH;0.54;2.17;informational;Ausbildung & Prüfung;3;-19;-19;432.6;1.81;ausbildung heilpraktiker physiotherapie;0
heilpraktiker physiotherapie ausbildung;210;;2.06;0.68;HIGH;0.54;2.17;informational;Ausbildung & Prüfung;3;-19;-19;432.6;1.81;ausbildung heilpraktiker physiotherapie;0
heilpraktiker ausbildung physiotherapie;210;;2.06;0.68;HIGH;0.54;2.17;informational;Ausbildung & Prüfung;3;-19;-19;432.6;1.81;ausbildung heilpraktiker physiotherapie;0
ausleitung heilpraktiker;210;23;0.88;0.1;LOW;0.33;1.14;informational;Marken- & Praxisnamen;2;-21;-58;184.8;1.02;ausleitung heilpraktiker;1
bioresonanz heilpraktiker;210;19;1.49;0.22;LOW;0.59;3.09;informational;Methoden & Therapien;2;;-47;312.9;1.52;bioresonanz heilpraktiker;1
heilpraktiker bioresonanz;210;30;1.49;0.22;LOW;0.59;3.09;informational;Methoden & Therapien;2;;-47;312.9;1.12;bioresonanz heilpraktiker;0
blasenentzündung naturheilkunde;210;;0.99;1;HIGH;0.4;1.08;informational;Beschwerden & Indikationen;2;;-18;207.9;1.18;blasenentzündung naturheilkunde;1
naturheilkunde blasenentzündung;210;;0.99;1;HIGH;0.4;1.08;informational;Beschwerden & Indikationen;2;;-18;207.9;1.18;blasenentzündung naturheilkunde;0
